PMID,Img_file_name,StartID,Relation,ReceptorID
31527477,31527477_page6_480,SHP2,inhibit_relation,STATI2
31527477,31527477_page7_566,JAK2,activate_relation,STAT3
31527477,31527477_page7_566,ERK,activate_relation,MEK
31527477,31527477_page7_566,MTORC1,activate_relation,STAT3
31527477,31527477_page7_566,MTORC1,inhibit_relation,ATG13
31544066,31544066_page3_151,KRAS,activate_relation,NRF2
31544066,31544066_page3_151,CAR,activate_relation,KRAS
31544066,31544066_page3_151,EIF2A,activate_relation,ATF4
31544066,31544066_page3_151,AMPK,activate_relation,TFE3
31544066,31544066_page3_151,AA,inhibit_relation,GLUD1
31544066,31544066_page3_151,AA,activate_relation,GLUD1
31544066,31544066_page3_151,GCN2,activate_relation,ASP
31544066,31544066_page3_151,ASP,activate_relation,ASP
31554160,31554160_page3_227,JAK2,activate_relation,STAT3
31554160,31554160_page3_227,STAT3,inhibit_relation,STATI2
31554160,31554160_page8_364,STAT3,inhibit_relation,STATI2
31554160,31554160_page8_364,JAK2,activate_relation,STAT3
31554160,31554160_page8_364,STAT3,activate_relation,STAT3
31557787,31557787_page7_323,TIM3,activate_relation,CD8
31557787,31557787_page7_323,TH1,activate_relation,TCF7
31557787,31557787_page7_323,TCF7,activate_relation,CD8
31590386,31590386_page8_366,PI3K,activate_relation,TIGIT
31640185,31640185_page2_215,BBX,activate_relation,SAP
31681582,31681582_page2_115,SMAD4,activate_relation,SMAD2
31681582,31681582_page3_135,ERK,activate_relation,SNAIL
31681582,31681582_page4_156,STAT3,activate_relation,STAT3
31681582,31681582_page4_156,JAK1,activate_relation,STAT3
31681582,31681582_page4_156,JAK1,activate_relation,OSM
31681582,31681582_page4_156,GLI1,activate_relation,GLI1
31681582,31681582_page6_203,MIR200C,inhibit_relation,LIN28B
31681582,31681582_page6_203,MIR200C,inhibit_relation,ZEB1
31681582,31681582_page6_203,MIR155,inhibit_relation,SMAD2
31717887,31717887_page11_336,p2,activate_relation,P1
31717887,31717887_page11_337,P3,activate_relation,p4
31717887,31717887_page11_337,p4,activate_relation,P3
31717887,31717887_page11_337,p4,activate_relation,P5
31754330,31754330_page4_14,PI3K,activate_relation,EGFR
31754330,31754330_page4_14,CMTM7,activate_relation,RAB5
31754330,31754330_page4_14,EGFR,activate_relation,PI3K
31754330,31754330_page4_14,RAB5,activate_relation,CMTM7
31754330,31754330_page4_14,EGFR,activate_relation,PI3K
31754330,31754330_page4_14,EGF,activate_relation,EGFR
31754330,31754330_page4_14,PI3K,inhibit_relation,EGFR
31819518,31819518_page1_74,PTEN,inhibit_relation,PI3K
31819518,31819518_page1_74,EGFR,activate_relation,PI3K
31819518,31819518_page1_74,PI3K,activate_relation,AKT
31819518,31819518_page1_74,ROS1,activate_relation,PI3K
31859460,31859460_page4_58,DGCR8,activate_relation,DROSHA
31859460,31859460_page6_78,VEGF,inhibit_relation,VEGFR
31859460,31859460_page6_78,MIR1323,inhibit_relation,ZEB
31859460,31859460_page6_78,MTOR,activate_relation,HIF1A
31859460,31859460_page6_78,MIR215,inhibit_relation,PTEN
31859460,31859460_page6_78,SMAD3,activate_relation,SMAD4
31859460,31859460_page6_78,PI3K,activate_relation,AKT
31859460,31859460_page6_78,TGFBR2,activate_relation,RAC
31859460,31859460_page6_78,TGFB,activate_relation,TGFBR2
31859460,31859460_page6_78,PI3K,activate_relation,CDC42
31859460,31859460_page6_78,TGFBR2,activate_relation,CDC42
31859460,31859460_page7_88,MIR1,inhibit_relation,CDK2
31871778,31871778_page1_75,MIR23A,inhibit_relation,PTEN
31871778,31871778_page1_75,PI3K,inhibit_relation,AKT
31871778,31871778_page1_75,PI3K,activate_relation,AKT
31871778,31871778_page1_75,AKT,activate_relation,MTOR
31871778,31871778_page1_75,PTEN,inhibit_relation,AKT
31920650,31920650_page1_28,MIR18A,inhibit_relation,MIR19A
31920650,31920650_page1_28,MIR1303,inhibit_relation,SOX4
31920650,31920650_page1_28,MIR18A,inhibit_relation,PTEN
31920650,31920650_page3_84,FSCN1,activate_relation,bcl-xL
31920650,31920650_page3_84,AKT,activate_relation,MTOR
31920650,31920650_page3_84,MIR145,inhibit_relation,FSCN1
31920650,31920650_page3_84,MIR145,inhibit_relation,LINC-ROR
31920650,31920650_page3_84,bcl-xL,inhibit_relation,FSCN1
31920650,31920650_page3_84,E2F1,activate_relation,p53
31920650,31920650_page3_84,bcl-xL,activate_relation,FSCN1
31920650,31920650_page3_84,MIR145,inhibit_relation,LINC-ROR
31921642,31921642_page3_196,CD206,inhibit_relation,TH1
31921642,31921642_page3_196,IL6,activate_relation,IL17R
31921642,31921642_page3_196,CD206,inhibit_relation,TH1
31988639,31988639_page10_712,MTORC1,activate_relation,S6K
31988639,31988639_page10_712,MTOR,activate_relation,MTORC1
31988639,31988639_page10_712,MORC2,activate_relation,AKT
31988639,31988639_page10_712,MTOR,activate_relation,GBL
31988639,31988639_page10_712,S6K,activate_relation,4E-BP1
31988639,31988639_page10_712,4E-BP1,activate_relation,S6K
31988639,31988639_page10_712,TSC2,inhibit_relation,RHEB
31988639,31988639_page10_712,TRAF6,activate_relation,RPTOR
31988639,31988639_page10_712,TSC2,activate_relation,RHEB
31988639,31988639_page10_712,ERK,activate_relation,TSC2
31988639,31988639_page10_712,TSC2,activate_relation,RHEB
31988639,31988639_page10_712,MTOR,inhibit_relation,GBL
31988639,31988639_page10_712,RPTOR,inhibit_relation,GBL
31988639,31988639_page5_537,ERK,activate_relation,ERK
31988639,31988639_page5_537,MEK,activate_relation,ERK
31988639,31988639_page9_694,PTPL1,activate_relation,P85B
31988639,31988639_page9_694,PTEN,activate_relation,AKT
31989585,31989585_page33_1636,SHP2,inhibit_relation,ZAP70
31989585,31989585_page33_1636,ZAP70,inhibit_relation,PI3K
31989585,31989585_page33_1636,SHP2,activate_relation,AKT
32062493,32062493_page14_36,PI3K,inhibit_relation,IRS1
32062493,32062493_page14_36,MEK1,inhibit_relation,RHEB
32133288,32133288_page5_234,PD1,activate_relation,CD8
32194994,32194994_page3_175,TRAIL,activate_relation,TRAILR2
32194994,32194994_page5_236,RAC1,inhibit_relation,RAC1
32194994,32194994_page5_236,aC1,activate_relation,RAC1
32194994,32194994_page5_236,RAC1,activate_relation,RAC1
32290309,32290309_page1_71,AKT,activate_relation,MEKK12
32290309,32290309_page1_71,AKT,activate_relation,MTOR
32290309,32290309_page1_71,PI3K,activate_relation,AKT
32292420,32292420_page7_613,TP53,activate_relation,RB1
32397535,32397535_page6_131,ADP,activate_relation,GAPDH
32425930,32425930_page3_273,CCR8,inhibit_relation,CXCR2
32425930,32425930_page3_273,CXCR2,inhibit_relation,CCR10
32425930,32425930_page3_273,CXCR2,inhibit_relation,CCR8
32466572,32466572_page11_214,SRC,inhibit_relation,FAK
32466572,32466572_page11_214,SRC,activate_relation,FAK
32466572,32466572_page11_214,SRC,inhibit_relation,YAP
32466572,32466572_page11_214,YAP,activate_relation,YAP
32466572,32466572_page11_214,SRC,inhibit_relation,YAP
32466572,32466572_page11_214,YAP,activate_relation,SRC
32466572,32466572_page13_243,SRC,inhibit_relation,FAK
32466572,32466572_page13_243,SRC,activate_relation,FAK
32466572,32466572_page13_243,YAP,activate_relation,YAP
32466572,32466572_page13_243,FAK,activate_relation,YAP
32466572,32466572_page4_127,SRC,activate_relation,PI3K
32466572,32466572_page4_127,FAK,activate_relation,SRC
32466572,32466572_page8_181,LATS1,inhibit_relation,YAP
32466572,32466572_page8_181,p53,activate_relation,RASSF1
32466572,32466572_page8_181,PTCH1,inhibit_relation,SMO
32466572,32466572_page8_181,YAP,activate_relation,YAP
32466572,32466572_page8_181,YAP,activate_relation,YAP
32498260,32498260_page4_278,KEAP1,activate_relation,NE
32498260,32498260_page4_278,KEAP1,activate_relation,NE
32498260,32498260_page4_278,NE,activate_relation,KEAP1
32498260,32498260_page4_279,PAX6,activate_relation,NRF2
32498260,32498260_page4_279,NRF2,activate_relation,PAX6
32498260,32498260_page4_279,PAX6,activate_relation,NRF2
32509576,32509576_page2_121,CHK1,inhibit_relation,WEE1
32509576,32509576_page2_121,AURKB,inhibit_relation,WEE1
32509576,32509576_page2_121,PARP,inhibit_relation,CHK1
32509576,32509576_page2_121,SLFN11,inhibit_relation,CHK1
32509576,32509576_page2_121,DLL3,inhibit_relation,PDL1
32516941,32516941_page12_150,PD1,activate_relation,PDL1
32516941,32516941_page12_150,EGFR,inhibit_relation,GSK3B
32516941,32516941_page12_150,EGFR,activate_relation,B3GNT3
32516941,32516941_page13_182,LSH,inhibit_relation,p53
32516941,32516941_page13_182,GPX4,inhibit_relation,ROS
32516941,32516941_page13_182,p53,inhibit_relation,SLC7A11
32516941,32516941_page13_182,PRODH,activate_relation,P5C
32516941,32516941_page13_182,PRODH,activate_relation,P5C
32516941,32516941_page13_182,IKKA,activate_relation,IKB
32516941,32516941_page13_182,xCT,activate_relation,p53
32516941,32516941_page13_182,G3BP1,activate_relation,G3BP1
32516941,32516941_page16_222,IRF3,activate_relation,TBK1
32516941,32516941_page16_222,MDA5,activate_relation,RIG1
32516941,32516941_page16_222,NFKB,inhibit_relation,LC3
32516941,32516941_page16_222,ENPP1,inhibit_relation,SLC19A1
32516941,32516941_page16_222,RIG1,activate_relation,MDA5
32516941,32516941_page16_222,NLRP3,activate_relation,NLRP3
32516941,32516941_page16_222,ADRB2,activate_relation,ID1
32516941,32516941_page16_222,ADRB2,activate_relation,ID1
32516941,32516941_page21_261,ROS,activate_relation,KRAS
32516941,32516941_page21_261,PALB2,inhibit_relation,NRF2
32542927,32542927_page5_44,MDM2,activate_relation,p53
32542927,32542927_page5_44,AKT,activate_relation,AMPKa1
32542927,32542927_page5_44,AKT,activate_relation,AKT
32542927,32542927_page5_44,AKT,activate_relation,AKT
32549388,32549388_page11_153,MIR186,inhibit_relation,TWIST
32549388,32549388_page11_153,SNAIL,inhibit_relation,MIR34A
32549388,32549388_page11_153,MIR186,inhibit_relation,TWIST
32549388,32549388_page2_94,MEK,activate_relation,ERK
32549388,32549388_page2_94,AKT,activate_relation,MTOR
32549388,32549388_page2_94,Met,activate_relation,PI3K
32549388,32549388_page2_94,MTOR,activate_relation,AKT
32549388,32549388_page2_94,PI3K,activate_relation,AKT
32560574,32560574_page2_100,IKB,inhibit_relation,NFKB
32560574,32560574_page2_100,RAL,activate_relation,PLD1
32560574,32560574_page2_100,RAL,activate_relation,TBK1
32560574,32560574_page2_100,AKT,activate_relation,MTOR
32560574,32560574_page2_100,BAD,inhibit_relation,bcl-xL
32560574,32560574_page2_100,AKT,activate_relation,BAD
32560574,32560574_page2_100,PI3K,activate_relation,AKT
32560574,32560574_page2_100,RHOA,activate_relation,FAK
32560574,32560574_page2_100,RALGDS,activate_relation,RAL
32570729,32570729_page7_468,F10,activate_relation,F10
32575899,32575899_page1_3916,PDL1,inhibit_relation,CTLA4
32581590,32581590_page7_97,LINC00467,inhibit_relation,DKK1
32581590,32581590_page7_97,CCAT1,activate_relation,SOX2
32581590,32581590_page7_97,FLVCR1-AS1,activate_relation,SOX4
32659994,32659994_page2_141,NOXA1,inhibit_relation,CXCL12
32659994,32659994_page2_141,CD4,activate_relation,CTLA4
32659994,32659994_page2_141,CD4,activate_relation,CTLA4
32666476,32666476_page5_83,AKT,activate_relation,MTOR
32679702,32679702_page14_628,PDL1,inhibit_relation,PD1
32679702,32679702_page14_628,PD1,inhibit_relation,PDL1
32784481,32784481_page12_189,MAM,inhibit_relation,CSL
32801888,32801888_page3_1417,PKC,activate_relation,NFKB
32801888,32801888_page3_1417,NFKB,activate_relation,NFKB
32820012,32820012_page3_112,MTOR,activate_relation,NFKB
32849585,32849585_page3_136,ROS,inhibit_relation,ARG1
32917214,32917214_page1_32,CD73,activate_relation,VEGF
32917214,32917214_page1_32,VEGF,activate_relation,CD73
32917214,32917214_page1_32,PDL1,inhibit_relation,LAG3
32917214,32917214_page1_32,CD73,activate_relation,VEGF
32963937,32963937_page48_302,CBP,activate_relation,p21
32963937,32963937_page48_302,AKT,inhibit_relation,p21
32963937,32963937_page48_302,AKT,inhibit_relation,p53
33007968,33007968_page3_107,PD1,inhibit_relation,PDL1
33014852,33014852_page3_284,P73,inhibit_relation,G6PD
33024658,33024658_page1_35,p38,activate_relation,AXL
33024658,33024658_page1_35,AKT,activate_relation,MTOR
33024658,33024658_page1_35,AKT,activate_relation,BAD
33024658,33024658_page1_35,p38,activate_relation,PI3K
33024658,33024658_page1_35,VEGF,activate_relation,VEGFR
33024658,33024658_page1_35,MEK,activate_relation,ERK
33024658,33024658_page1_35,NFKB,activate_relation,VEGFR
33024658,33024658_page1_35,p38,activate_relation,SRC
33061844,33061844_page5_155,NF1,inhibit_relation,HSF1
33061844,33061844_page5_155,NF1,inhibit_relation,VEGF
33061844,33061844_page5_155,GAP,inhibit_relation,MCL
33061844,33061844_page5_155,GAP,inhibit_relation,MCL
33061844,33061844_page5_155,EMT,activate_relation,VEGF
33061844,33061844_page5_155,EMT,activate_relation,VEGF
33114576,33114576_page2_246,AMPK,inhibit_relation,MTOR
33114576,33114576_page2_246,TUSC2,inhibit_relation,PI3K
33114576,33114576_page2_246,EGF,inhibit_relation,TKIS
33114576,33114576_page2_246,EGF,activate_relation,EGFR
33114576,33114576_page2_246,GSK3B,inhibit_relation,AMPK
33114576,33114576_page2_246,PTEN,inhibit_relation,PI3K
33114576,33114576_page2_246,MEK,activate_relation,ERK
33114576,33114576_page2_246,STAT3,activate_relation,STAT1
33114576,33114576_page2_247,HDAC,activate_relation,HDAC
33114576,33114576_page2_247,HDAC,inhibit_relation,HDAC
33121202,33121202_page2_114,FGF2,inhibit_relation,MIR155
33121202,33121202_page2_114,FGF2,activate_relation,MIR155
33121202,33121202_page2_115,MIR15A,inhibit_relation,VEGF
33121202,33121202_page4_150,JAK2,activate_relation,MIR204
33121202,33121202_page4_150,MIR204,activate_relation,FRS2
33121202,33121202_page4_150,HIF1A,activate_relation,VEGFA
33121202,33121202_page4_150,PIGF,activate_relation,HIF1A
33121202,33121202_page4_150,STAT3,activate_relation,HIF1A
33121202,33121202_page4_150,JAK2,activate_relation,VEGFA
33121202,33121202_page4_150,PDGFB,activate_relation,HIF1A
33121202,33121202_page4_150,UPA,activate_relation,FGF2
33121202,33121202_page4_150,FRS2,activate_relation,JAK2
33121202,33121202_page4_150,VEGFA,activate_relation,MIR106A
33121202,33121202_page4_150,JAK2,activate_relation,STAT3
33121202,33121202_page4_150,JAK2,activate_relation,STAT3
33121202,33121202_page4_150,JAK2,activate_relation,VEGFA
33121202,33121202_page4_150,FGF2,activate_relation,FRS2
33121202,33121202_page4_150,MIR200B,activate_relation,JAK2
33130228,33130228_page29_123,CIT,activate_relation,CIT
33130228,33130228_page29_123,ASP,activate_relation,ASP
33130228,33130228_page2_6,CIT,activate_relation,CIT
33130228,33130228_page2_6,ASP,activate_relation,ASP
33172113,33172113_page6_117,MTOR,activate_relation,AKT
33172113,33172113_page6_117,STAT,activate_relation,ERK
33172113,33172113_page6_117,ERK,activate_relation,MEK
33187135,33187135_page3_191,PKC,activate_relation,MEK
33233641,33233641_page2_225,AGO,activate_relation,GW182
33233641,33233641_page2_225,Dicer,activate_relation,Trbp
33233641,33233641_page2_225,Dicer,activate_relation,Trbp
33262947,33262947_page5_121,CD15,activate_relation,CD62E
33262947,33262947_page5_121,ERG,inhibit_relation,CLDN5
33324155,33324155_page5_579,AKT,activate_relation,MTOR
33324155,33324155_page5_579,PI3K,activate_relation,AKT
33373873,33373873_page4_77,RIP,activate_relation,MIR21
33375194,33375194_page7_121,ART,inhibit_relation,SCL
33375194,33375194_page7_121,ART,inhibit_relation,PD1
33419029,33419029_page7_111,AKT,activate_relation,MTOR
33419029,33419029_page7_111,MTOR,activate_relation,AKT
33435440,33435440_page2_101,PI3K,activate_relation,AKT
33435440,33435440_page2_101,AKT,activate_relation,MTOR
33435440,33435440_page2_101,KRAS,activate_relation,BRAF
33435440,33435440_page2_101,BRAF,activate_relation,MEK
33435440,33435440_page2_101,MEK,activate_relation,BRAF
33435440,33435440_page2_101,KRAS,activate_relation,BRAF
33435440,33435440_page2_101,PI3K,activate_relation,KRAS
33435440,33435440_page2_101,KRAS,inhibit_relation,PI3K
33445709,33445709_page2_128,VHL,activate_relation,VHL
33445709,33445709_page2_128,HIF1A,activate_relation,VHL
33445709,33445709_page3_142,CREB1,inhibit_relation,KDR
33445709,33445709_page3_142,VEGFA,activate_relation,KDR
33451052,33451052_page8_168,MIR155,activate_relation,MIR130A
33451052,33451052_page8_168,MIR130A,activate_relation,M1
33466360,33466360_page7_111,KRAS,activate_relation,KRAS
33466360,33466360_page7_111,KRAS,activate_relation,SHP2
33466360,33466360_page7_112,ERK,activate_relation,CCNB1
33466360,33466360_page7_112,MEK,activate_relation,ERK
33469537,33469537_page6_493,SQLE,activate_relation,PFKFB3
33469537,33469537_page6_493,PFKFB3,activate_relation,SQLE
33469537,33469537_page6_493,SQLE,activate_relation,PFKFB3
33469537,33469537_page6_493,SQLE,activate_relation,PFKFB3
33521700,33521700_page2_68,GAP,activate_relation,PI
33521700,33521700_page2_68,ON,activate_relation,PI
33521700,33521700_page2_68,GAP,activate_relation,PI
33521700,33521700_page2_68,GAP,activate_relation,PI
33521700,33521700_page2_68,GAP,activate_relation,PI
33553195,33553195_page2_114,VEGF,activate_relation,HIF1A
33553195,33553195_page2_114,AKT,activate_relation,HIF1A
33553195,33553195_page2_114,GDNF,activate_relation,GFRA1
33562150,33562150_page11_219,PDL1,activate_relation,CELL
33562150,33562150_page11_219,PTDSR,inhibit_relation,MERTK
33562150,33562150_page11_219,PTDSR,activate_relation,MERTK
33562150,33562150_page13_252,HGF,activate_relation,TGFB
33562150,33562150_page13_252,TGFB,activate_relation,HGF
33562150,33562150_page1_85,NFKB,activate_relation,HER2
33562150,33562150_page1_85,PI3K,activate_relation,AKT
33562150,33562150_page1_85,AKT,activate_relation,MTOR
33562150,33562150_page1_85,PI3K,activate_relation,AKT
33562150,33562150_page1_85,SRC,activate_relation,Met
33562150,33562150_page1_85,NFKB,activate_relation,STAT6
33562150,33562150_page2_105,PI3K,activate_relation,EGFR
33562150,33562150_page2_105,PI3K,activate_relation,AKT
33562150,33562150_page2_105,AKT,activate_relation,MTOR
33562150,33562150_page2_105,MEK,activate_relation,ERK
33562150,33562150_page4_139,SRC,activate_relation,TWIST
33562150,33562150_page4_139,AXL,activate_relation,SRC
33562150,33562150_page4_139,MERTK,activate_relation,VAV1
33562150,33562150_page4_139,AKT,activate_relation,MTOR
33562150,33562150_page4_139,NFKB,activate_relation,MMP9
33562150,33562150_page4_139,SNAIL,activate_relation,SNAIL
33562150,33562150_page4_139,NFKB,activate_relation,NFKB
33562150,33562150_page4_139,PI3K,activate_relation,AKT
33562150,33562150_page4_139,ERK,activate_relation,NFKB
33562150,33562150_page4_139,ERK,activate_relation,IKB
33562150,33562150_page4_139,cadherin,activate_relation,EMT
33562150,33562150_page7_171,MERTK,activate_relation,MCSF
33562150,33562150_page7_171,GAS6,activate_relation,IL4
33562150,33562150_page9_195,MST1P2,activate_relation,LATS1
33562150,33562150_page9_195,MERTK,activate_relation,AXL
33562150,33562150_page9_195,AXL,activate_relation,MERTK
33562150,33562150_page9_195,MST1P2,activate_relation,EGF
33562150,33562150_page9_195,PI3K,activate_relation,AKT
33562150,33562150_page9_195,PI3K,activate_relation,PDK1
33572278,33572278_page2_106,PIK3R2,activate_relation,GANAB
33572278,33572278_page2_106,PIK3R2,activate_relation,GANAB
33572278,33572278_page2_106,GRB2,activate_relation,SERPINB12
33572278,33572278_page2_106,GRB2,activate_relation,SERPINB12
33572278,33572278_page2_106,PIK3R2,activate_relation,GANAB
33572278,33572278_page2_106,GRB2,activate_relation,SERPINB12
33572782,33572782_page2_107,AMPK,inhibit_relation,MTOR
33572782,33572782_page4_130,DNMT1,inhibit_relation,STING
33572782,33572782_page4_130,STING,activate_relation,DNMT1
33586359,33586359_page1_21,RHOA,activate_relation,JNK
33586359,33586359_page1_21,DKK4,activate_relation,DKK4
33586359,33586359_page1_21,RHOA,activate_relation,JNK
33643817,33643817_page41_261,PKC,activate_relation,DAG
33643817,33643817_page41_261,ERK,activate_relation,MORC2
33643817,33643817_page41_261,MTORC1,activate_relation,MORC2
33643817,33643817_page41_261,AKT,activate_relation,MORC2
33643817,33643817_page41_261,CA2,activate_relation,CA2
33643817,33643817_page41_261,PI3K,activate_relation,GAB1
